iteration,before,after,diff
856,589087788,589087802,14
857,589087961,589087975,14
858,589088135,589088149,14
859,589088308,589088322,14
860,589088481,589088495,14
861,589088654,589088669,15
862,589088828,589088842,14
863,589089001,589089015,14
864,589089174,589089188,14
865,589089347,589089361,14
866,589089521,589089535,14
867,589089694,589089708,14
868,589089868,589089881,13
869,589090040,589090054,14
870,589090213,589090228,15
871,589090386,589090400,14
872,589090560,589090574,14
873,589090733,589090747,14
874,589090906,589090920,14
875,589091079,589091094,15
876,589091252,589091267,15
877,589091426,589091440,14
878,589091599,589091613,14
879,589091772,589091786,14
880,589091945,589091959,14
881,589092118,589092133,15
882,589092291,589092305,14
883,589092464,589092478,14
884,589092638,589092652,14
885,589092810,589092825,15
886,589092983,589092997,14
887,589093157,589093171,14
888,589093330,589093345,15
889,589093509,589093523,14
890,589093682,589093696,14
891,589093858,589093872,14
892,589094031,589094045,14
893,589094204,589094218,14
894,589094376,589094390,14
895,589094550,589094564,14
896,589094723,589094737,14
897,589094897,589094911,14
898,589095069,589095083,14
899,589095242,589095257,15
900,589095416,589095430,14
901,589095590,589095604,14
902,589095763,589095777,14
903,589095936,589095949,13
904,589096109,589096123,14
905,589096283,589096297,14
906,589096456,589096470,14
907,589096629,589096643,14
908,589096802,589096817,15
909,589096976,589096991,15
910,589097149,589097163,14
911,589097322,589097336,14
912,589097496,589097510,14
913,589097670,589097684,14
914,589100674,589100694,20
915,589100873,589100887,14
916,589101052,589101066,14
917,589101229,589101244,15
918,589101406,589101420,14
919,589101584,589101598,14
920,589101762,589101776,14
921,589101939,589101953,14
922,589102115,589102129,14
923,589102292,589102306,14
924,589102469,589102484,15
925,589102646,589102660,14
926,589102822,589102837,15
927,589103000,589103015,15
928,589103177,589103191,14
929,589103353,589103368,15
930,589103530,589103545,15
931,589103706,589103719,13
932,589103881,589103895,14
933,589104057,589104070,13
934,589104232,589104246,14
935,589104408,589104421,13
936,589104583,589104598,15
937,589104758,589104772,14
938,589104933,589104948,15
939,589105109,589105123,14
940,589105285,589105299,14
941,589105460,589105474,14
942,589105636,589105650,14
943,589105810,589105825,15
944,589105986,589106000,14
945,589106162,589106176,14
946,589106337,589106351,14
947,589106513,589106527,14
948,589106689,589106703,14
949,589106865,589106879,14
950,589107040,589107054,14
951,589107215,589107229,14
952,589107391,589107405,14
953,589107566,589107581,15
954,589107741,589107756,15
955,589107917,589107931,14
956,589108092,589108106,14
957,589108268,589108281,13
958,589108442,589108456,14
959,589108619,589108632,13
960,589108793,589108807,14
961,589108968,589108982,14
962,589109144,589109157,13
963,589109319,589109333,14
964,589109494,589109509,15
965,589109669,589109683,14
966,589109844,589109858,14
967,589110020,589110034,14
968,589110195,589110209,14
969,589110371,589110385,14
970,589110545,589110559,14
971,589110720,589110735,15
972,589110896,589110909,13
973,589111072,589111087,15
974,589111248,589111263,15
975,589111424,589111439,15
976,589111600,589111615,15
977,589111776,589111790,14
978,589111951,589111966,15
979,589112127,589112141,14
980,589112302,589112316,14
981,589112477,589112492,15
982,589112652,589112667,15
983,589112827,589112841,14
984,589113003,589113017,14
985,589113178,589113192,14
986,589113352,589113367,15
987,589113527,589113542,15
988,589113703,589113717,14
989,589113879,589113893,14
990,589114054,589114068,14
991,589114228,589114242,14
992,589114404,589114417,13
993,589114579,589114593,14
994,589114753,589114768,15
995,589114928,589114942,14
996,589115103,589115117,14
997,589115279,589115293,14
998,589115454,589115468,14
999,589115628,589115642,14
