iteration,before,after,diff
471,62153255,62154096,841
472,62154264,62162000,7736
473,62162518,62163754,1236
474,62163946,62164799,853
475,62164970,62165822,852
476,62172548,62173515,967
477,62173688,62174534,846
478,62174696,62175540,844
479,62175702,62176543,841
480,62176705,62177547,842
481,62177710,62178556,846
482,62178719,62179562,843
483,62179722,62180569,847
484,62180730,62181571,841
485,62181733,62182575,842
486,62182737,62183580,843
487,62183740,62184583,843
488,62184744,62185587,843
489,62185744,62186590,846
490,62186749,62187591,842
491,62187751,62269858,82107
492,62270893,62272129,1236
493,62272357,62273235,878
494,62273444,62274288,844
495,62274477,62275321,844
496,62275503,62276345,842
497,62276505,62277348,843
498,62277508,62278350,842
499,62278513,62279360,847
500,62279524,62280373,849
501,62280536,62281380,844
502,62281543,62282388,845
503,62282549,62283423,874
504,62283584,62288320,4736
505,62288539,62289388,849
506,62289551,62290400,849
507,62290562,62291408,846
508,62291570,62292425,855
509,62292590,62293434,844
510,62293599,62294443,844
511,62294605,62295446,841
512,62295613,62296454,841
513,62296620,62297462,842
514,62297630,62298470,840
515,62298639,62299483,844
516,62299651,62300491,840
517,62300659,62301498,839
518,62301663,62302504,841
519,62302667,62303506,839
520,62303665,62304505,840
521,62304666,62305506,840
522,62305666,62306504,838
523,62306666,62307504,838
524,62307668,62308505,837
525,62308667,62309507,840
526,62309666,62310504,838
527,62310664,62311501,837
528,62311665,62312509,844
529,62312672,62313512,840
530,62313673,62314513,840
531,62314676,62315516,840
532,62315676,62316519,843
533,62316678,62317517,839
534,62317677,62318517,840
535,62318679,62319519,840
536,62319681,62320525,844
537,62320685,62321529,844
538,62321690,62322533,843
539,62322693,62323534,841
540,62323699,62324540,841
541,62324702,62325542,840
542,62325704,62326546,842
543,62326709,62327553,844
544,62327714,62328553,839
545,62328713,62329555,842
546,62329714,62330556,842
547,62330716,62331561,845
548,62331722,62332563,841
549,62332724,62333562,838
550,62333724,62334562,838
551,62334723,62335563,840
552,62335727,62336566,839
553,62336725,62337564,839
554,62337724,62338584,860
555,62338743,62341021,2278
556,62341201,62342043,842
557,62342210,62343050,840
558,62343213,62344053,840
559,62344217,62345059,842
560,62345221,62346067,846
561,62346229,62347072,843
562,62347232,62348073,841
563,62348235,62349075,840
564,62349237,62350078,841
565,62350238,62351077,839
566,62351240,62352080,840
567,62352244,62353085,841
568,62353248,62354091,843
569,62354255,62355098,843
570,62355260,62356106,846
571,62356272,62357113,841
572,62357273,62358113,840
573,62358274,62359119,845
574,62359281,62360123,842
575,62360283,62361128,845
576,62361287,62362132,845
577,62362289,62363130,841
578,62363290,62364130,840
579,62364292,62365130,838
580,62365292,62366132,840
581,62366294,62367134,840
582,62367294,62368132,838
583,62368297,62369136,839
584,62369297,62370135,838
585,62370297,62371136,839
586,62371297,62372134,837
587,62372296,62373137,841
588,62373298,62374137,839
589,62374297,62375140,843
590,62375303,62376144,841
591,62376303,62377143,840
592,62377301,62378140,839
593,62378304,62379146,842
594,62379313,62380151,838
595,62380315,62381157,842
596,62381321,62382162,841
597,62382326,62383165,839
598,62383328,62384171,843
599,62384332,62385175,843
600,62385338,62386178,840
601,62386338,62387181,843
602,62387340,62388183,843
603,62388343,62389186,843
604,62389347,62390189,842
605,62390348,62391194,846
606,62391352,62393595,2243
607,62393817,62394661,844
608,62394826,62395669,843
609,62395833,62396677,844
610,62396839,62397681,842
611,62397848,62398688,840
612,62398849,62399693,844
613,62399857,62400696,839
614,62400856,62401694,838
615,62401856,62402695,839
616,62402853,62403690,837
617,62403849,62404687,838
618,62404849,62405688,839
619,62405849,62406689,840
620,62406850,62407688,838
621,62407847,62408686,839
622,62408849,62409691,842
623,62409852,62410692,840
624,62410854,62411694,840
625,62411857,62412697,840
626,62412863,62413704,841
627,62413869,62414706,837
628,62414867,62415708,841
629,62415868,62416712,844
630,62416873,62417717,844
631,62417877,62418719,842
632,62418886,62419728,842
633,62429388,62430410,1022
634,62430621,62431462,841
635,62431622,62432465,843
636,62432627,62433465,838
637,62433628,62434470,842
638,62434633,62435476,843
639,62435638,62436478,840
640,62436637,62437478,841
641,62437640,62438480,840
642,62438642,62439484,842
643,62439647,62440489,842
644,62440650,62441494,844
645,62441653,62442495,842
646,62442652,62443495,843
647,62443654,62444498,844
648,62444658,62445501,843
649,62445662,62446505,843
650,62446667,62447510,843
651,62447669,62448514,845
652,62448670,62449516,846
653,62449676,62450520,844
654,62450679,62451523,844
655,62451683,62452529,846
656,62452690,62453535,845
657,62453693,62456317,2624
658,62456505,62457352,847
659,62457514,62458358,844
660,62458520,62459361,841
661,62459521,62460360,839
662,62460519,62461358,839
663,62461516,62462354,838
664,62462515,62463352,837
665,62463513,62464351,838
666,62464513,62465352,839
667,62465515,62466352,837
668,62466512,62467350,838
669,62467507,62468350,843
670,62468510,62469350,840
671,62469511,62470349,838
672,62470509,62471348,839
673,62471509,62472348,839
674,62472510,62473354,844
675,62473515,62474355,840
676,62474517,62475358,841
677,62475520,62476363,843
678,62476529,62477370,841
679,62477532,62478374,842
680,62478536,62479379,843
681,62479540,62480377,837
682,62480538,62481381,843
683,62481544,62482391,847
684,62482554,62483397,843
685,62483560,62484403,843
686,62484566,62485409,843
687,62485572,62486415,843
688,62486577,62487418,841
689,62487582,62488424,842
690,62488586,62489426,840
691,62489589,62490429,840
692,62490591,62491432,841
693,62491594,62492437,843
694,62492599,62493440,841
695,62493602,62494440,838
696,62494601,62495441,840
697,62495602,62496443,841
698,62496604,62497442,838
699,62497604,62498442,838
700,62498605,62499446,841
701,62499609,62500449,840
702,62500609,62501445,836
703,62501607,62502449,842
704,62502611,62503451,840
705,62503610,62504448,838
706,62504605,62505446,841
707,62505608,62506446,838
708,62506606,62507474,868
709,62507636,62509842,2206
710,62510025,62510868,843
711,62511034,62511879,845
712,62512046,62512890,844
713,62513052,62513895,843
714,62514055,62514898,843
715,62515059,62515901,842
716,62516059,62516900,841
717,62517062,62517902,840
718,62518061,62518903,842
719,62519063,62519904,841
720,62520066,62520909,843
721,62521069,62521911,842
722,62522073,62522915,842
723,62523079,62523920,841
724,62524085,62524927,842
725,62525089,62525929,840
726,62526095,62526931,836
727,62527094,62527931,837
728,62528098,62528935,837
729,62529098,62529939,841
730,62530105,62530944,839
731,62531108,62531945,837
732,62532107,62532944,837
733,62533106,62533943,837
734,62534107,62534945,838
735,62535106,62535945,839
736,62536104,62536947,843
737,62537105,62537946,841
738,62538107,62538948,841
739,62539108,62539949,841
740,62540109,62540955,846
741,62541116,62541960,844
742,62542121,62542964,843
743,62543122,62543962,840
744,62544126,62544967,841
745,62545128,62545971,843
746,62546134,62546979,845
747,62547140,62547982,842
748,62548145,62548987,842
749,62549147,62549990,843
750,62550147,62550988,841
751,62551148,62551989,841
752,62552147,62552987,840
753,62553149,62553993,844
754,62554152,62554993,841
755,62555155,62555998,843
756,62556160,62556999,839
757,62557167,62558007,840
758,62558171,62559009,838
759,62559177,62560046,869
760,62560209,62562419,2210
761,62562598,62563439,841
762,62563600,62564444,844
763,62564603,62565443,840
764,62565601,62566444,843
765,62566604,62567443,839
766,62567607,62568448,841
767,62568612,62569453,841
768,62569618,62570458,840
769,62570621,62571465,844
770,62571627,62572470,843
771,62572630,62573471,841
772,62573639,62574478,839
773,62574640,62575479,839
774,62575643,62576486,843
775,62576648,62577492,844
776,62577653,62578498,845
777,62578659,62579500,841
778,62579662,62580504,842
779,62580667,62581511,844
780,62581673,62582516,843
781,62582680,62583519,839
782,62583685,62584525,840
783,62584689,62585531,842
784,62585698,62586540,842
785,62586701,62587539,838
786,62587701,62588542,841
787,62588704,62589546,842
788,62589706,62590547,841
789,62590710,62591550,840
790,62594978,62595931,953
791,62596116,62596958,842
792,62597124,62597964,840
793,62598129,62598969,840
794,62599131,62599975,844
795,62600136,62600976,840
796,62601139,62601983,844
797,62602142,62602982,840
798,62603141,62603982,841
799,62604144,62604984,840
800,62605146,62605988,842
801,62606155,62606996,841
802,62607161,62608000,839
803,62608164,62609006,842
804,62609168,62610009,841
805,62610172,62611014,842
806,62611178,62612020,842
807,62612184,62613026,842
808,62613193,62614032,839
809,62614193,62615038,845
810,62615202,62616086,884
811,62616253,62618656,2403
812,62618843,62619682,839
813,62619846,62620685,839
814,62620849,62621689,840
815,62621857,62622697,840
816,62622859,62623699,840
817,62623860,62624700,840
818,62624860,62625700,840
819,62625862,62626703,841
820,62626864,62627705,841
821,62627870,62628709,839
822,62628869,62629706,837
823,62629871,62630709,838
824,62630868,62631711,843
825,62631874,62632712,838
826,62632876,62633714,838
827,62633879,62634718,839
828,62634882,62635724,842
829,62635887,62636727,840
830,62636889,62637731,842
831,62637894,62638736,842
832,62638898,62639738,840
833,62639901,62640741,840
834,62640905,62641744,839
835,62641907,62642748,841
836,62642911,62643752,841
837,62643914,62644754,840
838,62644920,62645760,840
839,62645922,62646762,840
840,62646924,62647765,841
841,62647925,62648765,840
842,62648925,62649763,838
843,62649922,62650762,840
844,62650921,62651762,841
845,62651921,62652761,840
846,62652920,62653758,838
847,62653919,62654759,840
848,62654920,62655759,839
849,62655919,62656759,840
850,62656919,62657759,840
851,62657925,62658759,834
852,62658921,62659759,838
853,62659918,62660758,840
854,62660916,62661755,839
855,62661916,62662751,835
856,62662911,62663750,839
857,62663911,62664751,840
858,62664911,62665751,840
859,62665912,62666754,842
860,62666920,62667759,839
861,62667917,62668757,840
862,62668926,62671179,2253
863,62671361,62672209,848
864,62672371,62673215,844
865,62673375,62674220,845
866,62674385,62675231,846
867,62675393,62676239,846
868,62676400,62677240,840
869,62677402,62678244,842
870,62678406,62679247,841
871,62679407,62680248,841
872,62680409,62681251,842
873,62681413,62682256,843
874,62682415,62683256,841
875,62683416,62684256,840
876,62684417,62685261,844
877,62685420,62686263,843
878,62686424,62687265,841
879,62687428,62688268,840
880,62688429,62689269,840
881,62689429,62690270,841
882,62690433,62691273,840
883,62691436,62692274,838
884,62692437,62693279,842
885,62693439,62694278,839
886,62694437,62695279,842
887,62695438,62696281,843
888,62696446,62697288,842
889,62697446,62698289,843
890,62698449,62699291,842
891,62699451,62700294,843
892,62700461,62701302,841
893,62701463,62702305,842
894,62702469,62703311,842
895,62703473,62704315,842
896,62704474,62705315,841
897,62705472,62706316,844
898,62706479,62707323,844
899,62707482,62708327,845
900,62708488,62709329,841
901,62709492,62710336,844
902,62710498,62711341,843
903,62711502,62712347,845
904,62712509,62713352,843
905,62713517,62714359,842
906,62714521,62715364,843
907,62715524,62716368,844
908,62716527,62717371,844
909,62717534,62718374,840
910,62718533,62719377,844
911,62719536,62720380,844
912,62720540,62721381,841
913,62721542,62723864,2322
914,62724046,62724889,843
915,62725051,62725893,842
916,62726054,62726898,844
917,62727058,62727903,845
918,62728062,62728906,844
919,62729064,62729907,843
920,62730065,62730910,845
921,62731066,62731911,845
922,62732074,62732920,846
923,62733078,62733922,844
924,62734084,62734929,845
925,62735094,62735939,845
926,62736101,62736946,845
927,62737107,62737956,849
928,62738115,62738962,847
929,62739127,62739969,842
930,62740130,62740977,847
931,62741142,62741986,844
932,62742147,62742992,845
