iteration,before,after,diff
768,570159287,570159307,20
769,570159533,570159554,21
770,570159779,570159799,20
771,570160027,570160047,20
772,570160276,570160296,20
773,570160527,570160547,20
774,570160777,570160797,20
775,570161025,570161045,20
776,570161273,570161293,20
777,570161527,570161547,20
778,570161775,570161795,20
779,570162024,570162044,20
780,570162273,570162293,20
781,570162522,570162543,21
782,570162771,570162791,20
783,570163019,570163040,21
784,570163269,570163289,20
785,570163517,570163537,20
786,570163767,570163787,20
787,570164015,570164036,21
788,570164265,570164285,20
789,570164514,570164534,20
790,570164764,570164784,20
791,570165012,570165032,20
792,570165262,570165281,19
793,570165511,570165532,21
794,570165759,570165780,21
795,570166008,570166029,21
796,570166258,570166278,20
797,570166507,570166527,20
798,570166754,570166776,22
799,570167004,570167024,20
800,570167253,570167273,20
801,570167502,570167523,21
802,570167751,570167771,20
803,570168000,570168020,20
804,570168250,570168270,20
805,570168498,570168518,20
806,570168747,570168767,20
807,570168994,570169014,20
808,570169244,570169264,20
809,570169493,570169513,20
810,570169742,570169762,20
811,570169990,570170010,20
812,570170238,570170259,21
813,570170492,570170512,20
814,570170741,570170761,20
815,570170989,570171009,20
816,570171237,570171257,20
817,570171487,570171507,20
818,570171734,570171755,21
819,570171983,570172003,20
820,570172230,570172251,21
821,570172478,570172498,20
822,570172727,570172747,20
823,570172975,570172994,19
824,570173222,570173242,20
825,570173470,570173491,21
826,570173718,570173738,20
827,570173967,570173986,19
828,570174214,570174234,20
829,570174461,570174482,21
830,570174709,570174730,21
831,570174958,570174978,20
832,570175205,570175225,20
833,570175453,570175473,20
834,570175699,570175719,20
835,570175948,570175968,20
836,570176196,570176216,20
837,570176443,570176463,20
838,570176691,570176711,20
839,570176953,570176973,20
840,570177200,570177220,20
841,570177448,570177468,20
842,570177695,570177714,19
843,570177941,570177962,21
844,570178190,570178210,20
845,570178438,570178458,20
846,570178684,570178705,21
847,570178933,570178952,19
848,570179179,570179199,20
849,570179428,570179448,20
850,570179675,570179695,20
851,570179922,570179942,20
852,570180169,570180190,21
853,570180416,570180436,20
854,570180664,570180684,20
855,570180911,570180931,20
856,570181158,570181178,20
857,570181406,570181426,20
858,570181652,570181672,20
859,570181900,570181921,21
860,570182147,570182167,20
861,570182395,570182415,20
862,570182643,570182661,18
863,570182890,570182911,21
864,570183137,570183158,21
865,570183386,570183405,19
866,570183633,570183652,19
867,570183880,570183901,21
868,570184128,570184148,20
869,570184376,570184396,20
870,570184623,570184644,21
871,570184871,570184891,20
872,570185118,570185138,20
873,570185366,570185387,21
874,570185613,570185634,21
875,570185861,570185881,20
876,570186109,570186130,21
877,570186357,570186377,20
878,570186605,570186625,20
879,570186853,570186873,20
880,570187100,570187121,21
881,570187347,570187368,21
882,570187597,570187617,20
883,570187844,570187864,20
884,570188096,570188117,21
885,570188344,570188365,21
886,570188592,570188611,19
887,570188839,570188860,21
888,570189088,570189108,20
889,570189345,570189365,20
890,570189595,570189615,20
891,570189846,570189866,20
892,570190096,570190116,20
893,570190342,570190363,21
894,570190592,570190612,20
895,570190838,570190860,22
896,570191087,570191107,20
897,570191335,570191355,20
898,570191583,570191604,21
899,570191833,570191853,20
900,570192079,570192099,20
901,570192328,570192348,20
902,570192577,570192597,20
903,570192824,570192844,20
904,570193082,570193102,20
905,570193329,570193349,20
906,570193576,570193596,20
907,570193822,570193842,20
908,570194069,570194089,20
909,570194315,570194335,20
910,570194562,570194583,21
911,570194807,570194829,22
912,570195054,570195075,21
913,570195301,570195322,21
914,570199556,570199583,27
915,570199841,570199862,21
916,570200097,570200117,20
917,570200347,570200366,19
918,570200592,570200612,20
919,570200841,570200861,20
920,570201086,570201107,21
921,570201333,570201353,20
922,570201577,570201597,20
923,570201820,570201840,20
924,570202063,570202083,20
925,570202305,570202325,20
926,570202548,570202568,20
927,570202790,570202810,20
928,570203033,570203053,20
929,570203276,570203296,20
930,570203519,570203539,20
931,570203762,570203782,20
932,570204005,570204024,19
933,570204246,570204266,20
934,570204489,570204509,20
935,570204733,570204752,19
936,570204974,570204995,21
937,570205217,570205237,20
938,570205460,570205480,20
939,570205702,570205722,20
940,570205945,570205965,20
941,570206187,570206207,20
942,570206428,570206448,20
943,570206671,570206691,20
944,570206913,570206933,20
945,570207155,570207176,21
946,570207398,570207419,21
947,570207641,570207661,20
948,570207881,570207902,21
949,570208124,570208143,19
950,570208365,570208385,20
951,570208608,570208628,20
952,570208850,570208869,19
953,570209093,570209112,19
954,570209333,570209353,20
955,570209577,570209596,19
956,570209819,570209839,20
957,570210060,570210081,21
958,570210303,570210323,20
959,570210545,570210565,20
960,570210788,570210809,21
961,570211030,570211049,19
962,570211273,570211292,19
963,570211513,570211534,21
964,570211757,570211776,19
965,570211998,570212018,20
966,570212240,570212260,20
967,570212483,570212503,20
968,570212726,570212745,19
969,570212967,570212988,21
970,570213210,570213230,20
971,570213452,570213472,20
972,570213693,570213713,20
973,570213936,570213956,20
974,570214177,570214198,21
975,570214420,570214441,21
976,570214662,570214682,20
977,570214906,570214926,20
978,570215147,570215167,20
979,570215390,570215409,19
980,570215630,570215651,21
981,570215873,570215893,20
982,570216115,570216135,20
983,570216357,570216378,21
984,570216599,570216619,20
985,570216841,570216861,20
986,570217084,570217105,21
987,570217328,570217348,20
988,570217571,570217591,20
989,570217812,570217832,20
990,570218055,570218075,20
991,570218297,570218317,20
992,570218539,570218559,20
993,570218781,570218800,19
994,570219024,570219043,19
995,570219266,570219286,20
996,570219509,570219529,20
997,570219751,570219770,19
998,570219993,570220013,20
999,570220237,570220257,20
