iteration,before,after,diff
377,815055040,815055054,14
378,815055218,815055232,14
379,815055395,815055409,14
380,815055571,815055586,15
381,815055749,815055764,15
382,815055927,815055941,14
383,815056103,815056117,14
384,815056281,815056295,14
385,815056458,815056473,15
386,815056636,815056650,14
387,815056813,815056828,15
388,815056992,815057005,13
389,815057168,815057182,14
390,815057346,815057360,14
391,815057523,815057537,14
392,815057701,815057716,15
393,815057882,815057895,13
394,815058060,815058074,14
395,815058237,815058252,15
396,815058415,815058429,14
397,815058592,815058606,14
398,815058769,815058783,14
399,815058947,815058961,14
400,815059124,815059138,14
401,815059302,815059316,14
402,815059479,815059494,15
403,815059656,815059671,15
404,815059833,815059848,15
405,815060011,815060026,15
406,815060188,815060203,15
407,815060365,815060380,15
408,815060543,815060557,14
409,815060720,815060734,14
410,815060898,815060912,14
411,815061075,815061088,13
412,815061251,815061266,15
413,815061429,815061443,14
414,815061606,815061620,14
415,815061783,815061797,14
416,815061960,815061974,14
417,815062137,815062152,15
418,815062315,815062329,14
419,815062492,815062506,14
420,815062670,815062684,14
421,815062847,815062860,13
422,815063023,815063037,14
423,815063201,815063216,15
424,815063378,815063392,14
425,815063554,815063569,15
426,815063732,815063747,15
427,815063909,815063923,14
428,815064086,815064100,14
429,815064263,815064278,15
430,815064440,815064455,15
431,815064617,815064632,15
432,815064794,815064809,15
433,815064972,815064986,14
434,815065157,815065171,14
435,815065333,815065348,15
436,815065512,815065526,14
437,815065688,815065702,14
438,815065866,815065880,14
439,815066043,815066057,14
440,815066219,815066233,14
441,815066396,815066410,14
442,815066574,815066588,14
443,815066750,815066764,14
444,815066927,815066941,14
445,815067103,815067118,15
446,815067281,815067295,14
447,815067457,815067472,15
448,815067635,815067649,14
449,815067812,815067826,14
450,815067989,815068003,14
451,815068166,815068180,14
452,815068342,815068357,15
453,815068519,815068534,15
454,815068696,815068711,15
455,815068873,815068887,14
456,815069050,815069064,14
457,815069230,815069244,14
458,815069408,815069422,14
459,815072746,815072766,20
460,815072940,815072953,13
461,815073119,815073133,14
462,815073296,815073310,14
463,815073470,815073484,14
464,815073644,815073657,13
465,815073819,815073833,14
466,815073991,815074005,14
467,815074164,815074178,14
468,815074334,815074348,14
469,815074508,815074521,13
470,815074680,815074695,15
471,815074853,815074867,14
472,815075026,815075041,15
473,815075198,815075213,15
474,815075371,815075385,14
475,815075543,815075558,15
476,815075717,815075731,14
477,815075889,815075903,14
