iteration,before,after,diff
865,60325920,60326423,503
866,60326582,60327083,501
867,60327241,60327743,502
868,60327902,60328405,503
869,60328563,60329064,501
870,60329223,60329724,501
871,60329882,60330385,503
872,60330542,60331045,503
873,60331203,60331708,505
874,60331865,60332373,508
875,60332532,60333035,503
876,60333195,60333696,501
877,60333856,60334359,503
878,60334518,60335021,503
879,60335179,60335681,502
880,60335840,60336344,504
881,60336502,60337004,502
882,60337161,60337667,506
883,60337825,60338331,506
884,60338489,60338995,506
885,60339154,60339660,506
886,60339818,60340323,505
887,60340483,60340985,502
888,60341144,60341647,503
889,60341805,60342307,502
890,60342466,60342970,504
891,60343129,60343632,503
892,60343790,60344293,503
893,60344450,60344954,504
894,60345112,60345618,506
895,60345778,60346281,503
896,60346440,60346946,506
897,60347104,60347607,503
898,60347766,60348265,499
899,60348425,60348926,501
900,60349083,60349586,503
901,60349744,60350245,501
902,60350404,60350909,505
903,60351068,60351574,506
904,60351731,60352234,503
905,60352392,60352896,504
906,60353055,60353558,503
907,60353718,60354220,502
908,60354378,60354879,501
909,60355038,60355539,501
910,60355697,60356199,502
911,60356357,60356859,502
912,60357016,60357518,502
913,60357676,60358180,504
914,60358337,60358840,503
915,60358998,60359503,505
916,60359661,60360165,504
917,60360323,60360827,504
918,60360986,60361488,502
919,60361649,60362149,500
920,60362307,60362809,502
921,60362967,60363469,502
922,60363627,60364133,506
923,60364303,60364806,503
924,60364963,60365464,501
925,60365625,60366129,504
926,60366286,60366791,505
927,60366950,60367455,505
928,60367613,60368121,508
929,60368279,60368785,506
930,60368945,60369448,503
931,60369605,60370109,504
932,60370268,60370771,503
933,60370929,60371436,507
934,60371594,60372100,506
935,60372258,60372761,503
936,60372920,60373423,503
937,60373582,60374086,504
938,60374244,60374749,505
939,60374907,60375411,504
940,60375568,60376070,502
941,60376229,60376731,502
942,60376889,60377393,504
943,60377551,60378054,503
944,60378213,60378714,501
945,60378872,60379374,502
946,60379531,60380033,502
947,60380192,60380695,503
948,60380853,60381354,501
949,60386861,60387387,526
950,60387561,60388064,503
951,60388231,60388733,502
952,60388901,60389403,502
953,60389569,60390069,500
954,60390235,60390737,502
955,60390902,60391403,501
956,60391569,60392074,505
957,60392239,60392741,502
958,60392905,60393408,503
959,60393574,60394076,502
960,60394242,60394744,502
961,60394909,60395412,503
962,60395578,60396084,506
963,60396249,60396750,501
964,60396917,60397418,501
965,60397585,60398089,504
966,60398254,60398756,502
967,60398922,60399425,503
968,60399591,60400094,503
969,60400259,60400762,503
970,60400930,60401433,503
971,60401599,60402102,503
972,60402268,60402771,503
973,60402938,60403442,504
974,60403608,60404111,503
975,60404278,60404782,504
976,60404948,60405451,503
977,60405617,60406119,502
978,60406285,60406788,503
979,60406954,60407457,503
980,60407623,60408125,502
981,60408292,60408795,503
982,60408960,60409462,502
983,60409629,60410131,502
984,60410297,60410800,503
985,60410966,60411467,501
986,60411632,60412134,502
987,60412301,60412803,502
988,60412968,60413473,505
989,60413638,60414141,503
990,60414307,60414808,501
991,60414973,60415476,503
992,60415642,60416143,501
993,60416308,60416810,502
994,60416975,60417477,502
995,60417643,60418143,500
996,60418308,60418810,502
997,60418976,60419477,501
998,60419642,60420143,501
999,60420308,60420811,503
